Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,Number of triangles,Eigenvector Centrality
TPND,TPND,2,4.0,26.0,0.12111051121025261,3.291525473938524E-7,0.0,0,0.0027890517879794316
NVRD,NVRD,2,4.0,25.0,0.13675158826926778,4.0594620353827577E-4,0.0,0,0.004411754044150286
KLMG,KLMG,2,4.0,24.0,0.158379784466741,8.729039507743542E-4,0.0,0,0.026116114450458233
SMNE,SMNE,2,4.0,24.0,0.15839744304456088,0.001531971061221699,0.0,0,0.026116063002509165
RSYI,RSYI,2,4.0,25.0,0.13677792041078304,0.0010653424665330118,0.0,0,0.004410540290965722
APTA,APTA,2,4.0,26.0,0.12035128342699009,5.987138718443409E-4,0.0,0,0.0027649378935093605
JITE,JITE,2,4.0,27.0,0.10744989285264088,1.3224985342934849E-4,0.0,0,0.0026608949275271497
HMRR,HMRR,2,4.0,27.0,0.09991794631344508,1.0423164000805327E-6,0.0,0,0.002660811302708725
PEN,PEN,2,4.0,26.0,0.1109838029269309,3.362987977858047E-4,0.0,0,0.0027426547577374476
KASU,KASU,2,4.0,25.0,0.12480599724735718,8.029273924744829E-4,0.0,0,0.003769454032498404
NGTN,NGTN,3,6.0,24.0,0.14256087770939257,0.0012695559871631788,0.3333333333333333,1,0.0147862588291115
KOL,KOL,2,4.0,24.0,0.14252750560144467,2.5640146012015513E-5,0.0,0,0.013056045752483033
INP,INP,2,4.0,25.0,0.13687895429874425,1.7189077475012292E-7,0.0,0,0.009747177028547632
GNO,GNO,2,4.0,25.0,0.13688335046248715,0.0,1.0,1,0.0142632185633281
SAPE,SAPE,2,4.0,25.0,0.13686137246716548,4.670400353729271E-4,0.0,0,0.007998405966280311
KFD,KFD,2,4.0,26.0,0.12040228261483699,2.560075368618852E-7,0.0,0,0.0031016158305278737
VINH,VINH,2,4.0,26.0,0.12043630609246073,5.028719474072745E-7,0.0,0,0.0032470470306389817
DWV,DWV,2,4.0,25.0,0.13690533551765122,4.6753376419401776E-4,0.0,0,0.009913095837001886
ANO,ANO,2,4.0,24.0,0.14154295772309122,0.0,1.0,1,0.018864807362206446
KMAH,KMAH,2,4.0,24.0,0.14151006042897935,0.0,1.0,1,0.012689858105771333
UKC,UKC,2,4.0,25.0,0.12406485605332868,1.0971751579795081E-7,0.0,0,0.00658631316911704
BOKE,BOKE,2,4.0,24.0,0.14159468438538206,1.560073357131184E-4,0.0,0,0.019047039356456436
NIDI,NIDI,2,4.0,24.0,0.14254180602006689,0.0,1.0,1,0.013627336711888798
NIV,NIV,2,2.0,24.0,0.14159468438538206,0.0,1.0,1,0.020926540774250796
ZARP,ZARP,2,2.0,24.0,0.13424467683003655,0.0,1.0,1,0.018682698912390723
ULNR,ULNR,2,6.0,24.0,0.16100030220610456,4.5049850760554855E-4,0.0,0,0.030954237115434387
ABH,ABH,2,6.0,25.0,0.13870537312461353,1.0971751579795081E-7,0.0,0,0.005184003777030158
BUD,BUD,2,6.0,25.0,0.14120531424974322,1.6898109693723177E-5,0.0,0,0.009231903623651153
KMST,KMST,3,9.0,25.0,0.1502820874471086,1.7034257497172418E-4,0.6666666666666666,2,0.020233704521224007
DAPD,DAPD,2,6.0,25.0,0.1439475817346663,0.0,1.0,1,0.010757864585710522
AKRD,AKRD,2,6.0,25.0,0.1439475817346663,0.0,1.0,1,0.010948283989878443
VDN,VDN,2,6.0,26.0,0.13068007604096402,0.0,1.0,1,0.007507385724605408
LHN,LHN,3,6.0,25.0,0.12405763353223695,2.6518034865343464E-6,0.6666666666666666,2,0.008416188545518554
MNL,MNL,4,7.0,24.0,0.1415194580953646,2.3339109960540102E-4,0.5,3,0.01345891498007463
SGND,SGND,4,9.0,24.0,0.16164757642418265,4.777742619160298E-4,0.3333333333333333,2,0.03410277630732851
VPR,VPR,4,8.0,25.0,0.1508031986412851,5.592668910118905E-4,0.16666666666666666,1,0.023376570382774676
RRI,RRI,5,9.0,25.0,0.15087793826111584,0.0011427753898104421,0.2,2,0.030522507081518616
HDP,HDP,2,8.0,24.0,0.16803343321242706,3.38880235458369E-4,0.0,0,0.03970110684620505
MJBK,MJBK,2,8.0,25.0,0.14468056215629033,1.0971751579795081E-7,0.0,0,0.006472815842267646
LONI,LONI,2,8.0,24.0,0.1595358412876661,1.2851638184090206E-4,0.0,0,0.019111962331925175
YT,YT,3,8.0,24.0,0.16148832979690816,9.955505537729919E-5,0.6666666666666666,2,0.029408952234556772
KTT,KTT,2,6.0,25.0,0.14717359024828205,0.0,1.0,1,0.013163725185200724
KDTN,KDTN,2,8.0,25.0,0.14717359024828205,0.0,1.0,1,0.01385624503844038
PAA,PAA,3,9.0,24.0,0.16196701375693548,8.447045737772555E-5,0.6666666666666666,2,0.037735547440648214
KSTH,KSTH,2,6.0,24.0,0.16162305650360256,0.0,1.0,1,0.029839716927752613
BWD,BWD,2,6.0,25.0,0.13931746861924685,0.0,1.0,1,0.007254753237661322
RNJD,RNJD,2,6.0,26.0,0.13105781057810578,3.8401130529282784E-7,0.0,0,0.004657312029238431
SRL,SRL,2,6.0,26.0,0.1310457214894075,1.0971751579795081E-7,0.0,0,0.003940208666685886
AKR,AKR,2,6.0,25.0,0.15077652386174692,4.670126059939776E-4,0.0,0,0.0176101834377485
VL,VL,2,6.0,25.0,0.15077119003820574,2.1667262266134032E-4,0.0,0,0.01782410275216132
VBR,VBR,2,6.0,26.0,0.131110222413634,1.645762736969262E-7,0.0,0,0.00649520339537413
TKMY,TKMY,2,6.0,26.0,0.131110222413634,0.0,1.0,1,0.005925912433131041
PDGN,PDGN,3,7.0,26.0,0.13111425582969297,2.1943503159590161E-7,0.3333333333333333,1,0.007650368122614067
NPW,NPW,2,6.0,25.0,0.13875504622997786,4.230296936282961E-5,0.0,0,0.011093898050882879
CIT,CIT,2,6.0,25.0,0.13877311799947903,0.0,1.0,1,0.017339107300012646
KNGN,KNGN,3,7.0,25.0,0.14468547374138574,4.908642309549242E-7,0.6666666666666666,2,0.02491237748318185
SNVR,SNVR,2,6.0,25.0,0.14456278407163695,0.0,1.0,1,0.017537658617463994
CTH,CTH,2,6.0,26.0,0.11950761293217059,1.509870075195468E-4,0.0,0,0.0034410414973449735
KMV,KMV,2,6.0,27.0,0.1072687002919561,2.5235028633528735E-6,0.0,0,0.0032483893400223614
SVD,SVD,2,6.0,26.0,0.12014094432699085,6.977201575074506E-4,0.0,0,0.004459692495218278
KODI,KODI,2,6.0,27.0,0.1072687002919561,2.3081544040400476E-4,0.0,0,0.002836195993803388
RNE,RNE,2,6.0,28.0,0.09690988881056868,3.8218268002952866E-7,0.0,0,0.0027634576578814823
PDG,PDG,2,6.0,27.0,0.10729570515079806,2.3685364205949797E-4,0.0,0,0.003571747409876809
UPR,UPR,2,6.0,27.0,0.10729030309133017,1.3332409227669677E-4,0.0,0,0.0037272911889613606
SCO,SCO,2,6.0,28.0,0.09837730535743137,6.063797416372339E-6,0.0,0,0.004289223484160323
DGPP,DGPP,2,4.0,28.0,0.09837957619685149,0.0,1.0,1,0.005698132827895064
DAV,DAV,2,6.0,28.0,0.09836822304798394,0.0,1.0,1,0.005019257511860129
PG,PG,3,7.0,27.0,0.10907508829400625,2.3331429734434238E-4,0.6666666666666666,2,0.009551006357019883
PIZ,PIZ,2,8.0,27.0,0.10906950557887193,1.5120264904257807E-5,0.0,0,0.00671441830473535
MQL,MQL,2,8.0,26.0,0.1104230898774516,1.2577036500108437E-5,0.0,0,0.005110845501967721
CRU,CRU,2,8.0,26.0,0.11042595087573842,1.3076660920388694E-5,0.0,0,0.005442744646696637
LBG,LBG,3,8.0,26.0,0.11070992544873626,2.8230060123545942E-5,0.3333333333333333,1,0.008708048448808719
WNG,WNG,2,6.0,26.0,0.1107070497168684,0.0,1.0,1,0.007374342967839303
PARD,PARD,2,6.0,26.0,0.1107041741343931,0.0,1.0,1,0.0076654134626228864
MGC,MGC,3,7.0,26.0,0.11073005975578071,4.278983116120081E-7,0.6666666666666666,2,0.011524657264966308
SVN,SVN,3,6.0,27.0,0.10570960861153827,1.6870812919498666E-4,0.6666666666666666,2,0.00914192660796592
SLGH,SLGH,2,4.0,28.0,0.0956162785480325,0.0,1.0,1,0.005282682805622493
BLSA,BLSA,2,6.0,28.0,0.0956184237094205,0.0,1.0,1,0.00544569694753385
SQE,SQE,2,4.0,27.0,0.10500640583423672,0.0,1.0,1,0.0053215803715938835
FKB,FKB,2,4.0,26.0,0.11727155160553615,0.0,1.0,1,0.006180297224196606
NVT,NVT,4,8.0,25.0,0.13240136688412552,2.309324140293297E-4,0.5,3,0.011817182503603021
JKM,JKM,2,6.0,25.0,0.13208131895376224,0.0,1.0,1,0.007152440228018445
SNGR,SNGR,2,4.0,27.0,0.1090722968650032,4.646458368273444E-4,0.0,0,0.006514716067426244
PKNS,PKNS,2,4.0,28.0,0.09835687251915444,1.0971751579795081E-7,0.0,0,0.003170434704821275
DNDI,DNDI,2,4.0,28.0,0.09851374153433651,2.750780471925993E-6,0.0,0,0.0038811244512565414
WDN,WDN,2,4.0,28.0,0.09851146449704143,1.462900210639344E-7,0.0,0,0.004061073398277562
UKH,UKH,2,4.0,28.0,0.09941220376935996,9.139069450454599E-6,0.0,0,0.0048442005167705715
GTU,GTU,2,4.0,28.0,0.09941220376935996,3.6732824330185925E-5,0.0,0,0.004875717867256083
MRTY,MRTY,2,4.0,28.0,0.09650175478319936,1.462900210639344E-7,0.0,0,0.004300736460440709
KRPR,KRPR,2,4.0,28.0,0.09650175478319936,0.0,1.0,1,0.005071199791382353
WDLN,WDLN,2,4.0,27.0,0.1062021878348409,0.0,1.0,1,0.005854502369800975
OSA,OSA,2,2.0,26.0,0.11758538873254978,4.706074220294433E-4,0.0,0,0.0032564227322454628
MRX,MRX,2,2.0,27.0,0.1052293713890672,3.649674793364692E-6,0.0,0,0.0027135898837440044
DKY,DKY,2,2.0,27.0,0.10505040546202953,3.291525473938524E-7,0.0,0,0.0026762164255676388
KMRD,KMRD,2,2.0,26.0,0.11736197163706458,4.6396637753750165E-4,0.0,0,0.002893349011328624
YSI,YSI,2,2.0,25.0,0.13294238747309647,9.309241247735803E-4,0.0,0,0.005250954101564311
PJR,PJR,2,2.0,25.0,0.13292994822531345,0.0,1.0,1,0.007253671229424071
SEI,SEI,2,2.0,24.0,0.15272701211209058,0.0,1.0,1,0.018318575129929626
LAUL,LAUL,2,2.0,24.0,0.15272153939871716,0.0,1.0,1,0.01799845095787724
BALE,BALE,2,2.0,23.0,0.16398614851866103,4.6515002054721714E-4,0.0,0,0.025642310105394577
PK,PK,2,2.0,24.0,0.14094381427957273,1.0971751579795081E-7,0.0,0,0.004670601955343448
MVE,MVE,2,2.0,24.0,0.14109779514003842,2.2465967520532783E-6,0.0,0,0.0070302910489954615
MKPT,MKPT,2,2.0,24.0,0.14109779514003842,3.8065834070588985E-4,0.0,0,0.006937959300885609
AAG,AAG,2,2.0,25.0,0.12383774988377498,1.0971751579795081E-7,0.0,0,0.0031589297476708805
WKA,WKA,2,2.0,25.0,0.13261972181597537,8.673827659338135E-5,0.0,0,0.004784884890277106
WDS,WDS,2,2.0,24.0,0.1527489068883951,0.0,1.0,1,0.01839587505150185
DHS,DHS,2,2.0,24.0,0.15272701211209058,0.0,1.0,1,0.01857208121792554
BLNI,BLNI,2,2.0,25.0,0.1394542241999869,0.0,1.0,1,0.010750034643459668
PPJ,PPJ,2,2.0,25.0,0.1394633507853403,4.573755075082632E-4,0.0,0,0.008509756054053217
WSB,WSB,2,2.0,26.0,0.12241146566332539,1.8826647020866788E-6,0.0,0,0.0031567477010604
PRWD,PRWD,2,2.0,25.0,0.12588610586011342,1.1794056977296571E-5,0.0,0,0.0030743183340388417
JNTR,JNTR,2,2.0,24.0,0.14399135105915742,4.771982920586829E-4,0.0,0,0.007689833743692758
MLM,MLM,2,2.0,24.0,0.1439816222424918,2.3223540843899588E-7,0.0,0,0.00950451902184436
BRB,BRB,2,2.0,24.0,0.1616107993326255,1.472887643077885E-4,0.0,0,0.027660145846105325
SSF,SSF,2,2.0,24.0,0.16162305650360256,9.347932345985408E-4,0.0,0,0.027238873038077288
KFH,KFH,2,2.0,25.0,0.13914917235299878,4.675063348150684E-4,0.0,0,0.004188641968298489
BRMT,BRMT,1,1.0,26.0,0.12215534537116654,0.0,0.0,0,0.0014054293636634025
MDRR,MDRR,2,2.0,24.0,0.1504677846425419,3.4362903070548016E-5,0.0,0,0.02140374863726922
PTWA,PTWA,2,2.0,24.0,0.1504624726399774,0.0,1.0,1,0.02373294390408485
PKRD,PKRD,2,2.0,25.0,0.13147017089271393,0.0,1.0,1,0.009366533312536687
BUU,BUU,2,2.0,24.0,0.14721934369602763,0.0,1.0,1,0.014807505572573959
LGCE,LGCE,2,2.0,23.0,0.15799228944246738,0.0,1.0,1,0.033075185079689456
KMA,KMA,2,2.0,23.0,0.15799814643188137,2.3362516363910327E-4,0.0,0,0.03036996882852444
HNM,HNM,2,2.0,24.0,0.1364626024590164,9.1431263164959E-8,0.0,0,0.006767743602572924
BGHI,BGHI,3,6.0,23.0,0.15800986171356543,4.6743318980453646E-4,0.0,0,0.03195904419358099
TZR,TZR,2,6.0,24.0,0.1364626024590164,9.1431263164959E-8,0.0,0,0.0067677436025729235
MRWS,MRWS,2,2.0,26.0,0.1350058601792898,0.0026933530439001607,0.0,0,0.013515098651147571
FLD,FLD,2,2.0,27.0,0.1190037415535824,0.0022275656168325945,0.0,0,0.0035978307785908097
GGO,GGO,2,2.0,28.0,0.1063930702214234,0.0017617781897650315,0.0,0,0.0027202848826096485
KBK,KBK,2,2.0,29.0,0.09619898880462262,0.001295990762697462,0.0,0,0.002658508665800523
DOHM,DOHM,2,2.0,30.0,0.08778940430089807,8.305233450509679E-4,0.0,0,0.002655023676558065
DJKR,DJKR,2,2.0,31.0,0.08075487428235785,3.666422598203947E-4,0.0,0,0.0026548629507443617
KUTL,KUTL,2,2.0,32.0,0.07550445550693571,3.2210634078407095E-5,0.0,0,0.0026548571984039066
CBG,CBG,2,2.0,32.0,0.07777230342511998,1.3569232082945E-4,0.0,0,0.0026548682135502976
LSG,LSG,2,2.0,31.0,0.08406974909263058,5.745401261400731E-4,0.0,0,0.0026551075454938618
KXA,KXA,2,2.0,30.0,0.0917525995134658,0.001039675713609315,0.0,0,0.002659229784415879
KDL,KDL,2,2.0,29.0,0.10098090318912002,0.0015054631406768817,0.0,0,0.00271465399695915
BJN,BJN,2,2.0,28.0,0.11227312241511025,0.0019712505677444555,0.0,0,0.003275031707943733
TMGN,TMGN,2,2.0,27.0,0.1263788399952556,0.0,1.0,1,0.006330017046585288
SML,SML,2,4.0,25.0,0.1362357754762818,0.0027968457677108303,0.0,0,0.011419719502473242
DMP,DMP,4,7.0,25.0,0.13626626594622246,0.003731236704751445,0.16666666666666666,1,0.014771400491464429
KMTI,KMTI,2,6.0,26.0,0.11995834388809141,0.0,1.0,1,0.004445576026648605
BOF,BOF,3,7.0,26.0,0.11998536077250077,0.0018677944164390487,0.3333333333333333,1,0.005865335273577986
SOL,SOL,3,6.0,27.0,0.10717698536438162,0.0014020435618767473,0.3333333333333333,1,0.004940268806093922
SLR,SLR,3,6.0,28.0,0.09683722621103336,4.7032241772054914E-4,0.3333333333333333,1,0.005159391675967629
KDZ,KDZ,4,7.0,29.0,0.08831513292857292,4.706515702679429E-4,0.16666666666666666,1,0.006631542207506746
SGS,SGS,3,6.0,29.0,0.08829866578271318,4.668663159729137E-4,0.3333333333333333,1,0.0051536148356253276
TVI,TVI,3,7.0,28.0,0.09682182693836752,0.0013997029215397246,0.3333333333333333,1,0.005149825829499208
JTO,JTO,2,6.0,27.0,0.10715273412947832,0.00186523434107043,0.0,0,0.0031166843988343117
SHZ,SHZ,2,6.0,26.0,0.11995496763298621,0.002330985195632731,0.0,0,0.003404623410413239
KEJ,KEJ,2,4.0,30.0,0.08113922363736745,5.4858757898975403E-8,0.0,0,0.0031518747518758748
KANO,KANO,2,4.0,30.0,0.08115312845119768,5.303013263567622E-7,0.0,0,0.0034140727970304
TSL,TSL,2,2.0,25.0,0.1361965934873614,9.333486206405344E-4,0.0,0,0.011416178180043288
GMM,GMM,2,2.0,26.0,0.11989085487636783,4.66390873404456E-4,0.0,0,0.003359607257884509
KOTI,KOTI,2,2.0,27.0,0.1070908085833459,3.291525473938524E-7,0.0,0,0.002709770744345509
JBL,JBL,2,2.0,27.0,0.10711503179270652,1.2251789264104507E-6,0.0,0,0.0027787296576152584
SWO,SWO,2,2.0,26.0,0.11994484000787999,4.68182926162489E-4,0.0,0,0.0039965725588642
SBY,SBY,2,2.0,28.0,0.09682182693836752,0.0,1.0,1,0.0034497389149787017
DJ,DJ,1,9.0,6.0,0.30434782608695654,0.0,0.0,0,0.0015482193563880731
GHUM,GHUM,3,18.0,5.0,0.411764705882353,1.206892673777459E-6,0.0,0,0.0035055068165284705
SAD,SAD,2,6.0,4.0,0.4666666666666667,1.3166101895754096E-6,0.0,0,0.00287806221418545
TUNG,TUNG,2,6.0,3.0,0.4666666666666667,1.3166101895754096E-6,0.0,0,0.002681700629711199
KGN,KGN,2,5.0,4.0,0.411764705882353,1.097175157979508E-6,0.0,0,0.002622093520270602
DJRZ,DJRZ,1,6.0,6.0,0.30434782608695654,0.0,0.0,0,0.0015482193563880731
SN,SN,2,2.0,25.0,0.12279235933043303,0.001868708729070698,0.0,0,0.0066023755588668145
RTG,RTG,2,2.0,26.0,0.10938302022379633,0.0014018606993504174,0.0,0,0.002996012282017223
TDH,TDH,2,2.0,27.0,0.09860947224728721,9.347932345985408E-4,0.0,0,0.002643370186234756
GBE,GBE,2,2.0,28.0,0.08976411120471778,4.675063348150684E-4,0.0,0,0.0023676237820262317
SGUD,SGUD,1,1.0,29.0,0.08237181345548018,0.0,0.0,0,0.001292303057394069
MHN,MHN,2,4.0,5.0,0.3333333333333333,6.583050947877048E-7,0.0,0,0.0023664594317537794
KGND,KGND,1,2.0,6.0,0.25925925925925924,0.0,0.0,0,0.001292250662473225
LOD,LOD,2,2.0,24.0,0.15866279502643138,8.039580361774805E-4,0.0,0,0.019012545580742217
FTD,FTD,2,2.0,25.0,0.1370550213846995,3.40552969726048E-4,0.0,0,0.003976070748072781
AJN,AJN,2,2.0,26.0,0.12282774719732556,1.329920907491553E-5,0.0,0,0.0032642860720724304
PLA,PLA,3,3.0,26.0,0.12791116446578632,1.410023105218868E-4,0.3333333333333333,1,0.006665123530412062
INDM,INDM,3,4.0,26.0,0.1279418828049952,0.0031195207875638446,0.3333333333333333,1,0.006660969262362444
LKMN,LKMN,2,4.0,27.0,0.11349595227950575,0.0026543185205805345,0.0,0,0.0031825201133559
RJQ,RJQ,2,4.0,28.0,0.1019812404287902,0.0021891162535972227,0.0,0,0.0027073006550925715
RAU,RAU,2,4.0,29.0,0.0925877650330205,0.0017239139866139085,0.0,0,0.002658787964820635
HKH,HKH,2,4.0,30.0,0.08477880330999363,0.0012587117196305936,0.0,0,0.0026550864184879215
MHOW,MHOW,2,4.0,31.0,0.07818461990020545,7.935094526472802E-4,0.0,0,0.002654867376019279
PTP,PTP,2,4.0,32.0,0.07257185669527312,3.351334994316193E-4,0.0,0,0.002654856962426196
KKD,KKD,2,4.0,33.0,0.06923214372735985,7.7180512791211E-5,0.0,0,0.0026548565532923596
CRL,CRL,2,4.0,32.0,0.07088919197631482,2.1565237873472627E-4,0.0,0,0.00265485653991432
MKT,MKT,2,4.0,31.0,0.07573657461705227,6.167323184724719E-4,0.0,0,0.0026548565479008477
BWW,BWW,2,4.0,30.0,0.08189224502344171,0.0010795796651223192,0.0,0,0.002654856851329629
OM,OM,2,4.0,29.0,0.08915198929004726,0.001544584523696522,0.0,0,0.002654866412735623
SWD,SWD,2,4.0,28.0,0.09782858192168205,0.0020097730759903545,0.0,0,0.0026551254346124215
NKR,NKR,2,4.0,27.0,0.10837613792401973,0.002474975342973665,0.0,0,0.002661087973201325
KTKH,KTKH,2,4.0,26.0,0.12147295217465656,0.0029401776099569773,0.0,0,0.0027765912865155883
ATR,ATR,2,4.0,25.0,0.13817026518835504,0.0034053798769402904,0.0,0,0.004655715226719316
ANI,ANI,2,4.0,24.0,0.1601894309554236,0.003870582143923624,0.0,0,0.030768985110081123
MRDD,MRDD,2,4.0,24.0,0.1601653513716648,0.0035104391191372697,0.0,0,0.031103305748519085
JRWN,JRWN,3,5.0,25.0,0.13813443961885008,0.0030447979820907665,0.3333333333333333,1,0.006478775494893082
GUX,GUX,3,5.0,26.0,0.12142796091056725,0.0021132962729661564,0.3333333333333333,1,0.0048949351719561884
AMX,AMX,3,4.0,27.0,0.10832380226204093,0.0016474357008880618,0.3333333333333333,1,0.004772940733141054
RNU,RNU,2,2.0,28.0,0.0977545356544875,0.0,1.0,1,0.0033588126162463396
TTZ,TTZ,3,4.0,28.0,0.09777023307028813,7.154951217002686E-4,0.3333333333333333,1,0.004471602108964722
DBKA,DBKA,2,4.0,29.0,0.08908862876254181,2.494151145905744E-4,0.0,0,0.0029920818159952563
DGT,DGT,2,4.0,29.0,0.08372622976583373,3.0720904423426228E-6,0.0,0,0.002693995624284558
WND,WND,2,4.0,28.0,0.08915758425203439,2.2258963837221092E-4,0.0,0,0.002658046669005151
HKR,HKR,2,4.0,27.0,0.09784430312908927,6.88230775418714E-4,0.0,0,0.00265523611511737
ABZ,ABZ,2,4.0,26.0,0.10840646063843318,0.001153926771223115,0.0,0,0.0026591477925968776
AKOT,AKOT,2,4.0,25.0,0.12153183723516495,0.0016197324845433183,0.0,0,0.0027388015512964416
PTZ,PTZ,2,4.0,24.0,0.13827336729065956,0.0020856479153793205,0.0,0,0.004038937964300186
UGWE,UGWE,2,4.0,23.0,0.16037629350893698,0.002551673063731113,0.0,0,0.022128703834066406
TAKL,TAKL,2,2.0,26.0,0.12140029054034808,0.0,1.0,1,0.0034867790998987184
BSAE,BSAE,2,2.0,23.0,0.14674287288252308,0.00186098454617482,0.0,0,0.01826026934373425
TBAE,TBAE,2,2.0,24.0,0.1280033637674195,0.0013944656690019347,0.0,0,0.0038797637455493866
KJU,KJU,2,2.0,25.0,0.11350804303824438,9.280016505869464E-4,0.0,0,0.0027349435567232223
DMLE,DMLE,2,2.0,26.0,0.10196660127278817,4.6164734968775687E-4,0.0,0,0.002659364891866429
KMAE,KMAE,2,2.0,27.0,0.09255961429874474,1.2617514316764342E-6,0.0,0,0.002658261800675314
JIT,JIT,2,2.0,27.0,0.09295123440635088,7.2853128326853E-6,0.0,0,0.0026946619070597876
BGAE,BGAE,2,2.0,26.0,0.10245192307692308,4.738041900055717E-4,0.0,0,0.003004544890078844
SOAE,SOAE,3,3.0,25.0,0.11411588304594625,9.403230671784589E-4,0.3333333333333333,1,0.004665347164107121
BHLA,BHLA,2,2.0,25.0,0.1141006077155784,0.0,1.0,1,0.0035519274147213266
GPAE,GPAE,3,3.0,24.0,0.12877300057407015,0.0018731413864926376,0.3333333333333333,1,0.007061990187731684
BGRA,BGRA,2,2.0,24.0,0.12874188189095304,2.4365821741422554E-4,0.0,0,0.0053250986876054104
DTAE,DTAE,2,2.0,25.0,0.11415256053139061,1.0971751579795081E-7,0.0,0,0.0030933107881271054
SMAE,SMAE,2,2.0,24.0,0.1281496181369896,2.2373839988504513E-4,0.0,0,0.0051825028255267245
PSAE,PSAE,2,2.0,24.0,0.1287963494605784,0.0,1.0,1,0.006938911333508428
LCAE,LCAE,2,2.0,25.0,0.12546733786687864,0.0,1.0,1,0.009767189206654469
ACLE,ACLE,2,2.0,25.0,0.12547103155911446,6.790643129812968E-4,0.0,0,0.008182750633015337
MPLR,MPLR,2,2.0,26.0,0.11149771092217137,2.1219616838312076E-4,0.0,0,0.003149857882930252
MGLE,MGLE,2,2.0,27.0,0.10034846487097382,4.187551852955122E-7,0.0,0,0.0028503301266945987
GALE,GALE,2,2.0,26.0,0.11152688734790003,2.5550948658564884E-4,0.0,0,0.004334004900004608
AHN,AHN,2,2.0,26.0,0.11152105084124866,7.546126919881282E-7,0.0,0,0.004489305740574698
SPLE,SPLE,2,2.0,25.0,0.11637495562897632,2.8313783557203308E-5,0.0,0,0.0046598058117065366
SXP,SXP,2,2.0,25.0,0.11640356147921561,1.5360452211713115E-7,0.0,0,0.006423849650259026
CMX,CMX,2,2.0,24.0,0.13164885401865695,0.0,1.0,1,0.017050511757872606
JMQ,JMQ,2,2.0,25.0,0.125312398929758,9.1431263164959E-8,0.0,0,0.00746473348466482
GZM,GZM,2,2.0,24.0,0.14319793031616437,2.152758874113903E-4,0.0,0,0.02329780496134004
TIT,TIT,2,2.0,23.0,0.15593443582613786,0.0,1.0,1,0.04264426469446192
JTL,JTL,2,2.0,24.0,0.134937470318189,2.2101792096271289E-4,0.0,0,0.007175080308644797
BPS,BPS,2,2.0,25.0,0.11946406547819262,3.1086629476086056E-7,0.0,0,0.003347300639085768
NRX,NRX,2,2.0,24.0,0.13563745146712494,2.4657984511552083E-4,0.0,0,0.007678965962820865
PCQ,PCQ,2,2.0,24.0,0.13562450278440732,0.0,1.0,1,0.009626751654798435
KPLE,KPLE,2,2.0,24.0,0.12797645857730536,0.0,1.0,1,0.009458217751778344
BSLE,BSLE,2,2.0,24.0,0.12807260051685798,0.0,1.0,1,0.013781530137267496
GHLE,GHLE,2,2.0,24.0,0.1280610558576966,0.0,1.0,1,0.012658735734166152
MYM,MYM,2,2.0,23.0,0.1562889622295563,0.0,1.0,1,0.05369202286387427
ADST,ADST,2,2.0,23.0,0.14672266593225008,5.577405564108327E-4,0.0,0,0.018260647165961402
MUG,MUG,2,2.0,24.0,0.12797261590199374,9.078280917474767E-5,0.0,0,0.003888404369703181
TLO,TLO,2,2.0,25.0,0.11911682504192286,3.291525473938524E-7,0.0,0,0.00290036992634225
KHN,KHN,2,2.0,24.0,0.1349331982523903,3.768332431561201E-4,0.0,0,0.005301459224938515
PDA,PDA,2,2.0,23.0,0.15594584705451886,8.43790990392194E-4,0.0,0,0.0383317456242551
BCQ,BCQ,2,4.0,23.0,0.15323769460324307,0.0,1.0,1,0.04793530828666573
SLS,SLS,2,4.0,24.0,0.1388454521761793,0.0,1.0,1,0.01565942468212973
MNC,MNC,2,2.0,25.0,0.12322548934570793,5.4858757898975403E-8,0.0,0,0.006680996937048647
JRW,JRW,2,2.0,24.0,0.13857008160743894,1.323050656006055E-4,0.0,0,0.01691358073520853
KBQ,KBQ,2,2.0,24.0,0.1443864760485128,0.0,1.0,1,0.022015722107931703
LHB,LHB,2,2.0,24.0,0.1457642190225384,0.0,1.0,1,0.02588017114698733
DPX,DPX,2,2.0,23.0,0.1491879025483058,0.0,1.0,1,0.02664328524492359
BLY,BLY,2,2.0,22.0,0.1681063385003747,0.0,1.0,1,0.04670030974292574
KRP,KRP,2,4.0,32.0,0.06444004293986906,5.4858757898975403E-8,0.0,0,0.0031931874470533007
PRTL,PRTL,2,4.0,32.0,0.06444101726692673,9.1431263164959E-8,0.0,0,0.003428392403192629
SBNM,SBNM,2,4.0,31.0,0.06887301638602501,0.0,1.0,1,0.004133697963567227
SGV,SGV,3,5.0,29.0,0.07983964632273051,6.034463368887295E-7,0.3333333333333333,1,0.005364484964257394
BFT,BFT,2,4.0,28.0,0.08673002177407867,2.3320457982854443E-4,0.0,0,0.004009433145408948
PCX,PCX,2,4.0,27.0,0.09490936623168396,0.0,1.0,1,0.005129272614042269
SVH,SVH,2,4.0,26.0,0.10477407935493387,0.0,1.0,1,0.004868731071891754
MGM,MGM,2,4.0,26.0,0.10477665511222559,1.097175157979508E-6,0.0,0,0.004416276601205305
DHU,DHU,3,5.0,25.0,0.11690805354399825,2.3271085100745365E-4,0.3333333333333333,1,0.005872103556402439
